Organism/Name,Strain,Genome,TaxID,no rank,superkingdom,phylum,class,order,family,genus,genome_type,evid
Frankia casuarinae,CcI3,GCF_000013345.1,106370,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,Classical nitrogen-fixing genomes,Yes
Frankia elaeagni,BMG5.12,GCF_000374165.1,222534,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,Classical nitrogen-fixing genomes,Yes
Magnetovibrio blakemorei,MV-1,GCF_001746755.1,28181,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Magnetovibrio,Classical nitrogen-fixing genomes,Yes
Chlorobaculum limnaeum,DSM 1677,GCF_001747405.1,274537,cellular organisms,Bacteria,Chlorobiota,Chlorobiia,Chlorobiales,Chlorobiaceae,Chlorobaculum,Classical nitrogen-fixing genomes,Yes
Halodesulfovibrio aestuarii DSM 17919 = ATCC 29578,ATCC 29578,GCF_000384815.1,1121444,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,Classical nitrogen-fixing genomes,Yes
Clostridium formicaceticum,DSM 92,GCF_002080475.1,1497,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Afifella marina DSM 2698,DSM 2698,GCF_900102695.1,1120955,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Afifellaceae,Afifella,Classical nitrogen-fixing genomes,Yes
Sporomusa acidovorans,Mol,GCF_900101845.1,112900,cellular organisms,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,Classical nitrogen-fixing genomes,Yes
Paenibacillus typhae,CGMCC 1.11012,GCF_900099765.1,1174501,cellular organisms,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Classical nitrogen-fixing genomes,Yes
Mesorhizobium qingshengii,CGMCC 1.12097,GCF_900103325.1,1165689,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Classical nitrogen-fixing genomes,Yes
Vibrio xiamenensis,CGMCC 1.10228,GCF_900100015.1,861298,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Classical nitrogen-fixing genomes,Yes
Desulfosporosinus hippei DSM 8344,DSM 8344,GCF_900100785.1,1121419,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Classical nitrogen-fixing genomes,Yes
Pseudomonas benzenivorans,DSM 8628,GCF_900100495.1,556533,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Classical nitrogen-fixing genomes,Yes
Mesorhizobium muleiense,CGMCC 1.11022,GCF_900099905.1,1004279,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Classical nitrogen-fixing genomes,Yes
Desulfovibrio legallii,H1T,GCF_004309735.1,571438,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Classical nitrogen-fixing genomes,Yes
Pseudomonas oryzae,KCTC 32247,GCF_900104805.1,1392877,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Classical nitrogen-fixing genomes,Yes
Bradyrhizobium canariense,BTA-1,GCF_019402665.1,255045,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Classical nitrogen-fixing genomes,Yes
Pseudomonas kuykendallii,NRRL B-59562,GCF_900106975.1,1007099,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Classical nitrogen-fixing genomes,Yes
Paraburkholderia caballeronis,TNe-841,GCF_900104845.1,416943,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Classical nitrogen-fixing genomes,Yes
Thiothrix caldifontis,DSM 21228,GCF_900107695.1,525918,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Classical nitrogen-fixing genomes,Yes
Allochromatium warmingii,DSM 173,GCF_900107145.1,61595,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,Classical nitrogen-fixing genomes,Yes
Anaerobacillus alkalilacustris,DSM 18345,GCF_001866005.1,393763,cellular organisms,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,Classical nitrogen-fixing genomes,Yes
Anaerobacillus alkalidiazotrophicus,DSM 22531,GCF_001866055.1,472963,cellular organisms,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,Classical nitrogen-fixing genomes,Yes
Paraburkholderia diazotrophica,LMG 26031,GCF_900108945.1,667676,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Classical nitrogen-fixing genomes,Yes
Ectothiorhodospira marina,DSM 241,GCF_900109495.1,1396821,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Classical nitrogen-fixing genomes,Yes
Propionibacterium cyclohexanicum,DSM 16859,GCF_900111365.1,64702,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Classical nitrogen-fixing genomes,Yes
Ectothiorhodospira magna,B7-7,GCF_900110965.1,867345,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Classical nitrogen-fixing genomes,Yes
[Clostridium] fimetarium,DSM 9179,GCF_900111235.1,99656,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Classical nitrogen-fixing genomes,Yes
Rhodopseudomonas pseudopalustris,DSM 123,GCF_900110435.1,1513892,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Rhodopseudomonas,Classical nitrogen-fixing genomes,Yes
Pseudomonas linyingensis,LMG 25967,GCF_900109175.1,915471,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Classical nitrogen-fixing genomes,Yes
Methylocapsa palsarum,NE2,GCF_900114285.1,1612308,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocapsa,Classical nitrogen-fixing genomes,Yes
Ectothiorhodospira mobilis,DSM 4180,GCF_900114895.1,195064,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,Classical nitrogen-fixing genomes,Yes
Pseudomonas sagittaria,JCM 18195,GCF_900115715.1,1135990,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Classical nitrogen-fixing genomes,Yes
Bradyrhizobium arachidis,CCBAU 051107,GCF_015291705.1,858423,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Classical nitrogen-fixing genomes,Yes
Paenibacillus antibioticophila,GD11,GCF_000455265.1,1274374,cellular organisms,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Classical nitrogen-fixing genomes,Yes
Saccharicrinis aurantiacus,HQYD1,GCF_001660705.2,1849719,cellular organisms,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Saccharicrinis,Classical nitrogen-fixing genomes,Yes
Clostridium estertheticum subsp. estertheticum,DSM 8809,GCF_001877035.1,1552,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Rhizobium tibeticum,CCBAU85039,GCF_900108425.1,501024,Rhizobium/Agrobacterium group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Classical nitrogen-fixing genomes,Yes
Methanobacterium congolense,Buetzberg,GCF_900095295.1,118062,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Classical nitrogen-fixing genomes,Yes
Planktothrix serta PCC 8927,BBR_PRJEB10992,GCF_900010725.2,671068,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,Classical nitrogen-fixing genomes,Yes
Planktothrix tepida PCC 9214,BBR_PRJEB10993,GCF_900009145.1,671072,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Planktothrix,Classical nitrogen-fixing genomes,Yes
Desulfosporosinus lacus DSM 15449,DSM 15449,GCF_900129935.1,1121420,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Classical nitrogen-fixing genomes,Yes
Clostridium grantii DSM 8605,DSM 8605,GCF_900129965.1,1121316,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Desulfofustis glycolicus DSM 9705,DSM 9705,GCF_900130015.1,1121409,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfofustis,Classical nitrogen-fixing genomes,Yes
Bacteroides luti,DSM 26991,GCF_900128905.1,1297750,cellular organisms,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Classical nitrogen-fixing genomes,Yes
Paenibacillus phocaensis,mt24,GCF_900021165.1,1776378,cellular organisms,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Classical nitrogen-fixing genomes,Yes
Phormidium ambiguum IAM M-71,IAM M-71,GCF_001904725.1,454136,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Phormidium,Classical nitrogen-fixing genomes,Yes
Vibrio quintilis,CECT 7734,GCF_900143745.1,1117707,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Classical nitrogen-fixing genomes,Yes
Anaerocolumna xylanovorans DSM 12503,DSM 12503,GCF_900143645.1,1121345,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Anaerocolumna,Classical nitrogen-fixing genomes,Yes
Sporomusa sphaeroides DSM 2875,Sporomusa sphaeroides DSM 2875,GCF_900042765.1,1337886,cellular organisms,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,Classical nitrogen-fixing genomes,Yes
Rhodobacter aestuarii,DSM 19945,GCF_900156655.1,453582,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Rhodobacter,Classical nitrogen-fixing genomes,Yes
Insolitispirillum peregrinum,DSM 11589,GCF_900156605.1,80876,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Insolitispirillum,Classical nitrogen-fixing genomes,Yes
Frankia discariae,BCU110501,GCF_000373365.1,365528,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,Classical nitrogen-fixing genomes,Yes
Ensifer aridi,LMR001,GCF_002078505.1,1708715,Sinorhizobium/Ensifer group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ensifer,Classical nitrogen-fixing genomes,Yes
Mangrovibacter phragmitis,MP23,GCF_001655675.1,1691903,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,Classical nitrogen-fixing genomes,Yes
Bacteroides ihuae,Marseille-P2824,GCF_900104585.1,1852362,cellular organisms,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Classical nitrogen-fixing genomes,Yes
Paraburkholderia ribeironis,STM 7296,GCF_900019265.1,1247936,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Classical nitrogen-fixing genomes,Yes
Pseudodesulfovibrio indicus,DSM 101483,GCF_004365595.1,1716143,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Classical nitrogen-fixing genomes,Yes
Mesorhizobium prunaredense,1,GCF_900156895.1,1631249,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Classical nitrogen-fixing genomes,Yes
Clostridium roseum,DSM 7320,GCF_002006215.2,84029,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Clostridium aurantibutyricum,DSM 793,GCF_002006235.2,1551,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Clostridium puniceum,DSM 2619,GCF_002006345.1,29367,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Clostridium felsineum DSM 794,DSM 794,GCF_002006355.2,1121310,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Rhizobium laguerreae,TLR6,GCF_019778565.1,1076926,Rhizobium/Agrobacterium group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Classical nitrogen-fixing genomes,Yes
Rhodoferax fermentans,JCM 7819,GCF_002017865.1,28066,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Classical nitrogen-fixing genomes,Yes
Solemya velesiana gill symbiont,Sveles-Q1,GCF_002020805.1,1918948,Gammaproteobacteria incertae sedis,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,Classical nitrogen-fixing genomes,Yes
Clostridium oryzae,DSM 28571,GCF_002029235.1,1450648,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Clostridium chromiireducens,C1,GCF_003575225.1,225345,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Methyloprofundus sedimenti,WF1,GCF_002072955.1,1420851,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloprofundus,Classical nitrogen-fixing genomes,Yes
Clostridium acidisoli DSM 12555,DSM 12555,GCF_900176305.1,1121291,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Classical nitrogen-fixing genomes,Yes
Sporomusa malonica,DSM 5090,GCF_900176355.1,112901,cellular organisms,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,Classical nitrogen-fixing genomes,Yes
Azospirillum oryzae,KACC 14407,GCF_013347285.1,286727,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Classical nitrogen-fixing genomes,Yes
Trinickia caryophylli,DSM 50341,GCF_007097545.1,28094,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Trinickia,Classical nitrogen-fixing genomes,Yes
Derxia lacustris,HL-12,GCF_002105195.1,764842,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia,Classical nitrogen-fixing genomes,Yes
Bradyrhizobium guangdongense,CCBAU 51649,GCF_004114975.1,1325090,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Classical nitrogen-fixing genomes,Yes
Kosakonia pseudosacchari,BDA62-3,GCF_015167415.1,1646340,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Classical nitrogen-fixing genomes,Yes
Vibrio mangrovi,CECT 7927,GCF_900184095.1,474394,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Classical nitrogen-fixing genomes,Yes
Paraburkholderia piptadeniae,STM 7183,GCF_900007165.1,1701573,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Classical nitrogen-fixing genomes,Yes
Paenibacillus donghaensis,KCTC 13049,GCF_002192415.1,414771,cellular organisms,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Classical nitrogen-fixing genomes,Yes
Rhizobium anhuiense,CCBAU 23252,GCF_003985145.1,1184720,Rhizobium/Agrobacterium group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Classical nitrogen-fixing genomes,Yes
Methylovulum psychrotolerans,HV10_M2,GCF_002209385.1,1704499,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylovulum,Classical nitrogen-fixing genomes,Yes
Bradyrhizobium mercantei,SEMIA 6399,GCF_001982635.1,1904807,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Classical nitrogen-fixing genomes,Yes
Leptolyngbya ohadii IS1,IS1,GCF_002215035.1,2009322,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Leptolyngbyaceae,Leptolyngbya,Classical nitrogen-fixing genomes,Yes
Paenibacillus rubinfantis,MT18,GCF_001486505.1,1720296,cellular organisms,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Classical nitrogen-fixing genomes,Yes
Vitreoscilla filiformis,ATCC 15551,GCF_002222655.1,63,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla,Classical nitrogen-fixing genomes,Yes
Sporomusa silvacetica DSM 10669,DSM 10669,GCF_002257705.1,1123289,cellular organisms,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Sporomusa,Classical nitrogen-fixing genomes,Yes
Mesorhizobium sophorae,ICMP 19535,GCF_002270415.1,1300294,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Classical nitrogen-fixing genomes,Yes
Mesorhizobium mediterraneum,USDA 3392,GCF_002284565.1,43617,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Classical nitrogen-fixing genomes,Yes
Mesorhizobium temperatum,SDW018,GCF_002284575.1,241416,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Classical nitrogen-fixing genomes,Yes
Candidatus Dactylopiibacterium carminicum,END1,GCF_014736495.1,857335,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Candidatus Dactylopiibacterium,Classical nitrogen-fixing genomes,Yes
Rhizobium esperanzae,N561,GCF_001664265.1,1967781,Rhizobium/Agrobacterium group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Classical nitrogen-fixing genomes,Yes
Methanobacterium bryantii,M.o.H.,GCF_002287175.1,2161,cellular organisms,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Classical nitrogen-fixing genomes,Yes
Candidatus Frankia californiensis,Dd1 Dg vc,GCF_900634715.1,1839754,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,Classical nitrogen-fixing genomes,Yes
Anabaenopsis circularis NIES-21,NIES-21,GCF_002367975.1,1085406,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Anabaenopsis,Classical nitrogen-fixing genomes,Yes
Nostoc linckia z6,z6,GCF_002608105.1,1628744,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Nostocaceae,Nostoc,Classical nitrogen-fixing genomes,Yes
Rhizobium sophoriradicis,CCBAU 03470,GCF_003939025.1,1535245,Rhizobium/Agrobacterium group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Classical nitrogen-fixing genomes,Yes
Pseudodesulfovibrio profundus,500-1,GCF_900217235.1,57320,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Pseudodesulfovibrio,Classical nitrogen-fixing genomes,Yes
Klebsiella quasivariicola,08A119,GCF_020525665.1,2026240,Klebsiella/Raoultella group,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Classical nitrogen-fixing genomes,Yes
Pectobacterium polaris,NIBIO1392,GCF_002288545.1,2042057,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Pectobacterium,Classical nitrogen-fixing genomes,Yes
Rhizobium altiplani,BR 10423,GCF_001542405.1,1864509,Rhizobium/Agrobacterium group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Classical nitrogen-fixing genomes,Yes
Hartmannibacter diazotrophicus,type strain: E19,GCF_900231165.1,1482074,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae,Hartmannibacter,Classical nitrogen-fixing genomes,Yes
