test,GCF,main,evid,V1,Organism/Name,Strain,TaxID,no rank,superkingdom,phylum,class,order,family,genus,count,rename_phylum,phylum_size,rename_class,class_size,nifHDK
GCF_002250625.1_ASM225062v1_protein,GCF_002250625.1,,,7746,Enemella dayhoffiae,NML 130396,2016507,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Enemella,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002250655.1_ASM225065v1_protein,GCF_002250655.1,,,7747,Mycolicibacterium sphagni,ATCC 33027,1786,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_004362375.1_ASM436237v1_protein,GCF_004362375.1,,,7748,Enemella evansiae,DSM 21351,2016499,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Enemella,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_001854525.1_ASM185452v1_protein,GCF_001854525.1,,,7764,Mycobacterium talmoniae,MO-5499,1858794,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_013408435.1_ASM1340843v1_protein,GCF_013408435.1,,,7769,Aeriscardovia aeriphila,DSM 22365,218139,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Aeriscardovia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002259585.1_ASM225958v1_protein,GCF_002259585.1,,,7770,Bombiscardovia coagulans,DSM 22924,686666,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bombiscardovia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002259605.1_ASM225960v1_protein,GCF_002259605.1,,,7771,Pseudoscardovia radai,DSM 24742,987066,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Pseudoscardovia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002259645.1_ASM225964v1_protein,GCF_002259645.1,,,7772,Bifidobacterium tissieri,DSM 100201,1630162,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_014898155.1_ASM1489815v1_protein,GCF_014898155.1,,,7773,Bifidobacterium eulemuris,DSM 100216,1765219,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002797875.1_ASM279787v1_protein,GCF_002797875.1,,,7774,Pseudoscardovia suis,DSM 24744,987063,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Pseudoscardovia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002259745.1_ASM225974v1_protein,GCF_002259745.1,,,7775,Bifidobacterium myosotis,DSM 100196,1630166,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002259755.1_ASM225975v1_protein,GCF_002259755.1,,,7776,Bifidobacterium hapali,DSM 100202,1630172,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002259795.1_ASM225979v1_protein,GCF_002259795.1,,,7777,Bifidobacterium aquikefiri,LMG 28769,1653207,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002261115.1_ASM226111v1_protein,GCF_002261115.1,,,7780,Streptomyces kasugaensis,BCRC 12349,1946,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002086485.1_ASM208648v1_protein,GCF_002086485.1,,,7797,Mycobacterium aquaticum,RW6,1927124,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002076915.1_ASM207691v1_protein,GCF_002076915.1,,,7815,Actinomyces gaoshouyii,pika_114,1960083,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002157835.1_ASM215783v1_protein,GCF_002157835.1,,,7822,Mycobacterium dioxanotrophicus,PH-06,482462,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000826525.2_Mobilicoccus_massiliensis_SIT2_protein,GCF_000826525.2,,,7825,Mobilicoccus massiliensis,SIT2,1522310,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Mobilicoccus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002287505.1_ASM228750v1_protein,GCF_002287505.1,,,7835,Corynebacterium glaucum,DSM 30827,187491,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002287885.2_ASM228788v2_protein,GCF_002287885.2,,,7837,Candidatus Nanopelagicus limnes,MMS-21-122,1884634,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002288005.1_ASM228800v1_protein,GCF_002288005.1,,,7838,Candidatus Nanopelagicus hibericus,MMS-21-160,1884915,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002288305.1_ASM228830v1_protein,GCF_002288305.1,,,7839,Candidatus Nanopelagicus abundans,MMS-IIB-91,1884916,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002288365.1_ASM228836v1_protein,GCF_002288365.1,,,7840,Candidatus Planktophila limnetica,MMS-VB-114,573600,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900634715.1_Dd1_Dg_vc_protein,GCF_900634715.1,Classical nitrogen-fixing genomes,Yes,7844,Candidatus Frankia californiensis,Dd1 Dg vc,1839754,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,1,Actinomycetota,3249,Actinomycetes,3141,HDK
GCF_002289575.1_ASM228957v1_protein,GCF_002289575.1,,,7849,Dietzia natronolimnaea,S-XJ-1,161920,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Dietziaceae,Dietzia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_016599755.1_ASM1659975v1_protein,GCF_016599755.1,,,7851,Corynebacterium kefirresidentii,FDAARGOS_1055,1979527,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002234915.1_BbifTam10Bv1_protein,GCF_002234915.1,,,7859,Bifidobacterium vansinderenii,Tam10B,1984871,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_001983105.1_ASM198310v1_protein,GCF_001983105.1,,,7864,Frankia asymbiotica,NRRL B-16386,1834516,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Frankiales,Frankiaceae,Frankia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002288325.1_ASM228832v1_protein,GCF_002288325.1,,,7877,Candidatus Planktophila lacus,MMS-IIB-106,1884913,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002287965.1_ASM228796v1_protein,GCF_002287965.1,,,7878,Candidatus Planktophila dulcis,MMS-21-155,1884914,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002288065.1_ASM228806v1_protein,GCF_002288065.1,,,7879,Candidatus Planktophila sulfonica,MMS-IA-56,1884904,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002288185.1_ASM228818v1_protein,GCF_002288185.1,,,7880,Candidatus Planktophila vernalis,MMS-IIA-15,1884907,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002288145.1_ASM228814v1_protein,GCF_002288145.1,,,7885,Candidatus Planktophila versatilis,MMS-IA-105,1884905,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Planktophila,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_004216855.1_ASM421685v1_protein,GCF_004216855.1,,,7888,Microcella alkaliphila,AC4r,279828,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microcella,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002356315.1_ASM235631v1_protein,GCF_002356315.1,,,7896,Mycobacterium shigaense,JCM 32072,722731,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002355535.1_ASM235553v1_protein,GCF_002355535.1,,,7897,Aurantimicrobium minutum,KNC,708131,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Aurantimicrobium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002356335.1_ASM235633v1_protein,GCF_002356335.1,,,7898,[Mycobacterium] stephanolepidis,NJB0901,1520670,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacteroides,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002407065.1_ASM240706v1_protein,GCF_002407065.1,,,7918,Brachybacterium ginsengisoli,DCY80,1331682,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Brachybacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900176655.1_PRJEB20374_protein,GCF_900176655.1,,,7923,Collinsella vaginalis,Marseille-P2666,1870987,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,1,Actinomycetota,3249,other class,69,
GCF_900155635.1_Olsenella_urinainfantis_protein,GCF_900155635.1,,,7928,Olsenella urininfantis,Marseille-P3197,1871033,cellular organisms,Bacteria,Actinomycetota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella,1,Actinomycetota,3249,other class,69,
GCF_902381725.1_UHGG_MGYG-HGUT-01448_protein,GCF_902381725.1,,,7931,Dermabacter jinjuensis,MGYG-HGUT-01448,1667168,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Dermabacteraceae,Dermabacter,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_013364315.1_ASM1336431v1_protein,GCF_013364315.1,,,7941,Streptomyces microflavus,NA06532,1919,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900215145.1_IMG-taxon_2693429865_annotated_assembly_protein,GCF_900215145.1,,,7942,Geodermatophilus sabuli,DSM 46844,1564158,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900215205.1_IMG-taxon_2675903134_annotated_assembly_protein,GCF_900215205.1,,,7943,Actinoplanes atraurantiacus,CGMCC 4.6857,1036182,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900221005.1_IMG-taxon_2734482074_annotated_assembly_protein,GCF_900221005.1,,,7956,Blastococcus aggregatus,DSM 4725,38502,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Blastococcus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900230175.1_IMG-taxon_2721755902_annotated_assembly_protein,GCF_900230175.1,,,7961,Salinibacterium xinjiangense,CGMCC 1.05381,386302,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Salinibacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900230195.1_IMG-taxon_2718217652_annotated_assembly_protein,GCF_900230195.1,,,7963,Streptomyces zhaozhouensis,CGMCC 4.7095,1300267,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_008329645.1_ASM832964v1_protein,GCF_008329645.1,,,7977,Mycobacterium grossiae,DSM 104744,1552759,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_010726645.1_ASM1072664v1_protein,GCF_010726645.1,,,7997,Mycolicibacterium duvalii,JCM 6396,39688,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_010722915.1_ASM1072291v1_protein,GCF_010722915.1,,,7998,Mycolicibacterium agri,JCM 6377,36811,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_022647665.1_ASM2264766v1_protein,GCF_022647665.1,,,8002,Streptomyces formicae,1H-GS9,1616117,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002563675.1_ASM256367v1_protein,GCF_002563675.1,,,8004,Propionicimonas paludicola,DSM 15597,185243,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Propionicimonas,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002563695.1_ASM256369v1_protein,GCF_002563695.1,,,8005,Georgenia soli,DSM 21838,638953,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Bogoriellaceae,Georgenia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002563715.1_ASM256371v1_protein,GCF_002563715.1,,,8006,Isoptericola jiangsuensis,DSM 21863,548579,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Promicromonosporaceae,Isoptericola,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002563925.1_ASM256392v1_protein,GCF_002563925.1,,,8007,Serinibacter salmoneus,DSM 21801,556530,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Beutenbergiaceae,Serinibacter,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002564005.1_ASM256400v1_protein,GCF_002564005.1,,,8009,Sanguibacter antarcticus,DSM 18966,372484,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Sanguibacteraceae,Sanguibacter,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002563955.1_ASM256395v1_protein,GCF_002563955.1,,,8010,Microbacterium agarici,DSM 21798,630514,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002564025.1_ASM256402v1_protein,GCF_002564025.1,,,8011,Flavimobilis soli,DSM 21574,442709,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Jonesiaceae,Flavimobilis,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002564045.1_ASM256404v1_protein,GCF_002564045.1,,,8012,Amycolatopsis sulphurea,DSM 46092,76022,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_001499925.1_ASM149992v1_protein,GCF_001499925.1,,,8016,Mycobacterium lehmannii,IS-1744,2048550,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002245615.1_ASM224561v1_protein,GCF_002245615.1,,,8017,Mycobacterium neumannii,CECT 8766,2048551,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_001305675.1_ASM130567v1_protein,GCF_001305675.1,,,8028,Gordonia phthalatica,QH-11,1136941,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900187855.1_PRJEB20853_protein,GCF_900187855.1,,,8035,Actinomyces minihominis,Marseille-P3850,2002838,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_003096955.1_ASM309695v1_protein,GCF_003096955.1,,,8048,Williamsia marianensis,DSM 44944,322609,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Williamsia,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_000981895.1_ASM98189v1_protein,GCF_000981895.1,,,8049,Streptomyces odonnellii,NRRL B-24891,1417980,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_014653855.1_ASM1465385v1_protein,GCF_014653855.1,,,8062,Streptomyces capitiformicae,CGMCC 4.7403,2014920,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002797855.1_ASM279785v1_protein,GCF_002797855.1,,,8091,Compostimonas suwonensis,DSM 25625,1048394,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Compostimonas,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002798015.1_ASM279801v1_protein,GCF_002798015.1,,,8093,Luteimicrobium subarcticum,DSM 22413,620910,Micrococcales incertae sedis,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,,Luteimicrobium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_016863455.1_ASM1686345v1_protein,GCF_016863455.1,,,8098,Sediminihabitans luteus,NBRC 108568,1138585,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Sediminihabitans,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002797685.1_ASM279768v1_protein,GCF_002797685.1,,,8099,Salinibacterium amurskyense,DSM 16400,205941,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Salinibacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002797715.1_ASM279771v1_protein,GCF_002797715.1,,,8100,Diaminobutyricimonas aerilata,DSM 27393,1162967,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Diaminobutyricimonas,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002804165.1_ASM280416v1_protein,GCF_002804165.1,,,8105,Streptomyces cavourensis,1AS2a,67258,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002843305.1_ASM284330v1_protein,GCF_002843305.1,,,8114,Streptomyces barkulensis,RC 1831,1257026,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002812805.1_ASM281280v1_protein,GCF_002812805.1,,,8117,Microbacterium lacus,SDZm4,415217,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900120245.1_PRJEB17949_protein,GCF_900120245.1,,,8136,Actinomyces pacaensis,Marseille-P2985,1852377,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_900155605.1_PRJEB18271_protein,GCF_900155605.1,,,8138,Actinomyces marseillensis,Marseille-P2818,1852376,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002846495.1_ASM284649v1_protein,GCF_002846495.1,,,8156,Phycicoccus duodecadis,DSM 12806,173053,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Phycicoccus,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_002846615.1_ASM284661v1_protein,GCF_002846615.1,,,8157,Amycolatopsis niigatensis,DSM 45165,369932,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,1,Actinomycetota,3249,Actinomycetes,3141,
GCF_006542415.1_ASM654241v1_protein,GCF_006542415.1,,,8163,Kytococcus schroeteri,H01,138300,cellular organisms,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Kytococcaceae,Kytococcus,1,Actinomycetota,3249,Actinomycetes,3141,
